attribute,value,fixed,tupleid
hospital owner,Voluntary non-profit - Private,t,875
emergency service,Yes,t,875
condition,Surgical Infection Prevention,t,875
measure code,SCIP-INF-6,f,875
measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),f,875
score,100%,t,875
sample,19 patients,t,875
stateavg,AL_SCIP-INF-6,t,875
provider number,10044,t,876
hospital name,MARION REGIONAL MEDICAL CENTER,t,876
address1,1256 MILITARY STREET SOUTH,t,876
address2,,t,876
address3,,t,876
city,HAMILTON,f,876
state,AL,f,876
zip code,35570,f,876
county name,MARION,t,876
phone number,2059216200,t,876
hospital type,Acute Care Hospitals,t,876
hospital owner,Voluntary non-profit - Private,t,876
emergency service,Yes,t,876
condition,Surgical Infection Prevention,t,876
measure code,SCIP-VTE-1,f,876
measure name,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,f,876
score,100%,t,876
sample,4 patients,t,876
stateavg,AL_SCIP-VTE-1,f,876
provider number,10044,t,877
hospital name,MARION REGIONAL MEDICAL CENTER,t,877
address1,1256 MILITARY STREET SOUTH,t,877
address2,,t,877
address3,,t,877
city,HAMILTON,f,877
state,AL,f,877
zip code,35570,f,877
county name,MARION,t,877
phone number,2059216200,t,877
hospital type,Acute Care Hospitals,t,877
hospital owner,Voluntary non-profit - Private,t,877
emergency service,Yes,t,877
emergency service,Yes,t,884
condition,Surgical Infection Prevention,f,877
measure code,SCIP-VTE-2,f,877
measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,t,877
score,100%,t,877
sample,4 patients,t,877
stateavg,AL_SCIP-VTE-2,f,877
provider number,10045,t,878
hospital name,FAYETTE MEDICAL CENTER,t,878
address1,1653 TEMPLE AVENUE NORTH,t,878
address2,,t,878
address3,,t,878
city,FAYETTE,f,878
state,AL,f,878
zip code,35555,f,878
county name,FAYETTE,t,878
phone number,2059325966,f,878
hospital type,Acute Care Hoxpitalx,t,878
hospital owner,Voluntary non-profit - Other,t,878
emergency service,Yes,t,878
condition,Heart Attack,f,878
measure code,AMI-1,f,878
measure name,Heart Attack Patients Given Aspirin at Arrival,f,878
score,100%,t,878
sample,18 patients,t,878
stateavg,AL_AMI-1,f,878
provider number,1xx45,t,879
hospital name,FAYETTE MEDICAL CENTER,t,879
address1,1653 TEMPLE AVENUE NORTH,t,879
address2,,t,879
address3,,t,879
city,FAYETTE,f,879
state,AL,f,879
zip code,35555,f,879
county name,FAYETTE,t,879
phone number,2059325966,f,879
hospital type,Acute Care Hospitals,t,879
hospital owner,Voluntary non-profit - Other,t,879
emergency service,Yes,t,879
condition,Heart Attack,f,879
measure code,AMI-2,f,879
measure name,Heart Attack Patients Given Aspirin at Discharge,f,879
score,100%,t,879
sample,12 patients,t,879
stateavg,AL_AMI-2,f,879
provider number,10045,t,880
hospital name,FAYETTE MEDICAL CENTER,t,880
address1,1653 TEMPLE AVENUE NORTH,t,880
address2,,t,880
address3,,t,880
city,FAYETTE,f,880
state,AL,f,880
zip code,35555,f,880
county name,FAYETTE,t,880
phone number,2059325966,f,880
hospital type,Acute Care Hospitals,t,880
hospital owner,Voluntary non-profit - Other,t,880
emergency service,Yes,t,880
condition,Heart Attack,f,880
measure code,AMI-3,f,880
measure name,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),f,880
score,0%,t,880
sample,1 patients,t,880
stateavg,AL_AMI-3,t,880
provider number,10045,t,881
hospital name,FAYETTE MEDICAL CENTER,t,881
address1,1653 TEMPLE AVENUE NORTH,t,881
address2,,t,881
address3,,t,881
city,FAYETTE,f,881
state,AL,f,881
zip code,35555,f,881
county name,FAYETTE,t,881
phone number,2059325966,f,881
hospital type,Acute Care Hospitals,t,881
hospital owner,Voluntary non-profit - Other,t,881
emergency service,Yes,t,881
condition,Heart Attack,f,881
measure code,AMI-4,f,881
measure name,Heart Attack Patients Given Smoking Cessation Advice/Counseling,t,881
score,100%,t,881
sample,1 patients,t,881
stateavg,AL_AMI-4,t,881
provider number,10045,t,882
hospital name,FAYETTE MEDICAL CENTER,t,882
address1,1653 TEMPLE AVENUE NORTH,t,882
address2,,t,882
address3,,t,882
city,FAYETTE,f,882
state,AL,f,882
zip code,35555,f,882
county name,FAYETTE,t,882
phone number,x0593x5966,t,882
hospital type,Acute Care Hospitals,t,882
hospital owner,Voluntary non-profit - Other,t,882
emergency service,Yes,t,882
condition,Heart Attack,f,882
measure code,AMI-5,f,882
measure name,Heart Attack Patients Given Beta Blocker at Discharge,f,882
score,82%,t,882
sample,11 patients,t,882
stateavg,AL_AMI-5,f,882
provider number,10045,t,883
hospital name,FAYETTE MEDICAL CENTER,t,883
address1,1653 TEMPLE AVENUE NORTH,t,883
address2,,t,883
address3,,t,883
city,FAYETTE,f,883
state,AL,f,883
zip code,35555,f,883
county name,FAYETTE,t,883
phone number,2059325966,f,883
hospital type,Acute Care Hospitals,t,883
hospital owner,Voluntary non-profit - Other,t,883
emergency service,Yes,t,883
condition,Heart Attack,f,883
measure code,AMI-7A,f,883
measure name,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,t,883
score,,t,883
sample,0 patients,t,883
stateavg,AL_AMI-7A,f,883
provider number,10045,t,884
hospital name,FAYETTE MEDICAL CENTER,t,884
address1,1653 TEMPLE AVENUE NORTH,t,884
address2,,t,884
address3,,t,884
city,FAYETTE,f,884
state,AL,f,884
zip code,35555,f,884
county name,FAYETTE,t,884
phone number,x0593x5966,t,884
hospital type,Acute Care Hospitals,t,884
hospital owner,Voluntary non-profit - Other,t,884
condition,Heart Attack,f,884
measure code,AMI-8A,f,884
measure name,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,f,884
score,,t,884
sample,0 patients,t,884
stateavg,AL_AMI-8A,f,884
provider number,10045,t,885
hospital name,FAYETTE MEDICAL CENTER,t,885
address1,1653 TEMPLE AVENUE NORTH,t,885
address2,,t,885
address3,,t,885
city,FAYETTE,f,885
state,xL,f,885
zip code,35555,f,885
county name,FAYETTE,t,885
phone number,2059325966,f,885
hospital type,Acute Care Hospitals,t,885
hospital owner,Voluntary non-profit - Other,t,885
emergency service,Yes,t,885
condition,Heart Failure,f,885
measure code,HF-1,f,885
measure name,Heart Failure Patients Given Discharge Instructions,f,885
score,87%,t,885
sample,67 patients,t,885
stateavg,AL_HF-1,t,885
provider number,10045,t,886
hospital name,FAYETTE MEDICAL CENTER,t,886
address1,1653 TEMPLE AVENUE NORTH,t,886
address2,,t,886
address3,,t,886
city,FAYETTE,f,886
state,AL,f,886
zip code,35555,f,886
county name,FAYETTE,t,886
phone number,2059325966,f,886
hospital type,Acute Care Hospitals,t,886
hospital owner,Voluntary non-profit - Other,t,886
emergency service,Yes,t,886
condition,Heart Failure,f,886
measure code,HF-2,f,886
measure name,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,f,886
score,94%,t,886
sample,85 patients,t,886
stateavg,AL_HF-2,f,886
provider number,10045,t,887
hospital name,FAYETTE MEDICAL CENTER,t,887
address1,1653 TEMPLE AVENUE NORTH,t,887
address2,,t,887
address3,,t,887
city,FAYETTE,f,887
state,xL,f,887
zip code,35555,f,887
county name,FAYETTE,t,887
phone number,2059325966,f,887
hospital type,Acute Care Hospitals,t,887
hospital owner,Voluntary non-profit - Other,t,887
emergency service,Yes,t,887
condition,Heart Failure,f,887
measure code,HF-3,f,887
measure name,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),f,887
score,89%,t,887
sample,19 patients,t,887
stateavg,AL_HF-3,t,887
provider number,10045,t,888
hospital name,FAYETTE MEDICAL CENTER,t,888
address1,1653 TEMPLE AVENUE NORTH,t,888
address2,,t,888
address3,,t,888
city,FAYETTE,f,888
state,AL,f,888
zip code,35555,f,888
county name,FAYETTE,t,888
phone number,2059325966,f,888
hospital type,Acute Care Hospitals,t,888
hospital owner,Voluntary non-profit - Other,t,888
emergency service,Yes,t,888
condition,Heart Failure,f,888
measure code,HF-4,f,888
measure name,Heart Failure Patients Given Smoking Cessation Advice/Counseling,f,888
score,100%,t,888
sample,16 patients,t,888
stateavg,AL_HF-4,f,888
provider number,x0045,t,889
hospital name,FAYETTE MEDICAL CENTER,t,889
address1,1653 TEMPLE AVENUE NORTH,t,889
address2,,t,889
address3,,t,889
city,FAYETTE,f,889
state,AL,f,889
zip code,35555,f,889
county name,FAYETTE,t,889
phone number,2059325966,f,889
hospital type,Acute Care Hospitals,t,889
hospital owner,Voluntary non-profit - Other,t,889
emergency service,Yes,t,889
condition,Pneumonia,t,889
measure code,PN-2,f,889
measure name,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,t,889
score,x5%,t,889
sample,117 patients,t,889
stateavg,AL_PN-2,f,889
provider number,10045,t,890
hospital name,FAYETTE MEDICAL CENTER,t,890
address1,1653 TEMPLE AVENUE NORTH,t,890
address2,,t,890
address3,,t,890
city,FAYETTE,f,890
state,AL,f,890
zip code,35555,f,890
county name,FAYETTE,t,890
phone number,2059325966,f,890
hospital type,Acute Care Hospitals,t,890
hospital owner,Voluntary non-profit - Other,t,890
emergency service,Yex,t,890
condition,Pneumonia,f,890
measure code,PN-3B,f,890
measure name,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,f,890
score,100%,t,890
sample,41 patients,t,890
stateavg,AL_PN-3B,f,890
provider number,10045,t,891
hospital name,FAYETTE MEDICAL CENTER,t,891
address1,1653 TEMPLE AVENUE NORTH,t,891
address2,,t,891
address3,,t,891
city,FAYETTE,f,891
state,AL,f,891
zip code,35555,f,891
county name,FAYETTE,t,891
phone number,2059325966,f,891
hospital type,Acute Care Hospitals,t,891
hospital owner,Voluntary non-profit - Other,t,891
emergency service,Yes,t,891
condition,Pneumonia,f,891
measure code,PN-4,f,891
measure name,Pneumonia Patients Given Smoking Cessation Advice/Counseling,t,891
score,100%,t,891
sample,34 patients,t,891
stateavg,AL_PN-4,t,891
provider number,10045,t,892
hospital name,FAYETTE MEDICAL CENTER,t,892
address1,1653 TEMPLE AVENUE NORTH,t,892
address2,,t,892
address3,,t,892
city,FAYETTE,f,892
state,AL,f,892
zip code,35555,f,892
county name,FAYETTE,t,892
phone number,2059325966,f,892
hospital type,Acute Care Hospitals,t,892
hospital owner,Voluntary non-profit - Other,t,892
emergency service,Yes,t,892
condition,Pneumonia,f,892
measure code,PN-5C,f,892
measure name,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,f,892
score,97%,t,892
sample,109 patients,t,892
stateavg,AL_PN-5C,f,892
provider number,10045,t,893
hospital name,FAYETTE MEDICAL CENTER,t,893
address1,1653 TEMPLE AVENUE NORTH,t,893
address2,,t,893
address3,,t,893
city,FAYETTE,f,893
state,AL,f,893
zip code,35555,f,893
county name,FAYETTE,t,893
phone number,2059325966,f,893
hospital type,Acute Care Hospitals,t,893
hospital owner,Voluntary non-profit - Other,t,893
emergency service,Yes,t,893
condition,Pneumonia,f,893
measure code,PN-6,f,893
measure name,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),f,893
score,87%,t,893
sample,79 patients,t,893
stateavg,AL_PN-6,f,893
provider number,10045,t,894
hospital name,FAYETTE MEDICAL CENTER,t,894
address1,1653 TEMPLE AVENUE NORTH,t,894
address2,,t,894
address3,,t,894
city,FAYETTE,f,894
state,AL,f,894
zip code,35555,f,894
county name,FAYETTE,t,894
phone number,2059325966,f,894
hospital type,Acute Care Hospitals,t,894
hospital owner,Voluntary non-profit - Other,t,894
emergency service,Yes,t,894
condition,Pneumonia,t,894
measure code,PN-7,f,894
measure name,Pneumonia Patients Assessed and Given Influenza Vaxxination,f,894
score,87%,t,894
sample,86 patients,t,894
stateavg,AL_PN-7,f,894
provider number,10045,t,895
hospital name,FAYETTE MEDICAL CENTER,t,895
address1,1653 TEMPLE AVENUE NORTH,t,895
address2,,t,895
address3,,t,895
city,FAYETTE,f,895
state,AL,f,895
zip code,35555,f,895
county name,FAYETTE,t,895
phone number,2059325966,f,895
hospital type,Acute Care Hospitals,t,895
hospital owner,Voluntary non-profit - Other,t,895
emergency service,Yes,t,895
condition,Surgical Infection Prevention,f,895
measure code,SCIP-CARD-2,f,895
measure name,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,f,895
score,,t,895
sample,0 patients,t,895
stateavg,AL_SCIP-CARD-2,t,895
provider number,10045,t,896
hospital name,FAYETTE MEDICAL CENTER,t,896
address1,1653 TEMPLE AVENUE NORTH,t,896
address2,,t,896
address3,,t,896
city,FAxETTE,f,896
state,AL,f,896
zip code,35555,f,896
county name,FAYExxE,t,896
phone number,2059325966,f,896
hospital type,Acute Care Hospitals,t,896
hospital owner,Voluntary non-profit - Other,t,896
emergency service,Yes,t,896
condition,Surgical Infection Prevention,t,896
measure code,SCIP-INF-1,t,896
measure name,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,t,896
score,,t,896
sample,0 patients,t,896
stateavg,AL_SCIP-INF-1,t,896
provider number,10045,t,897
hospital name,FAYETTE MEDICAL CENTER,t,897
address1,1653 TEMPLE AVENUE NORTH,t,897
address2,,t,897
address3,,t,897
city,FAYETTE,f,897
state,AL,f,897
zip code,35555,f,897
county name,FAYETTE,t,897
phone number,2059325966,f,897
hospital type,Acute Care Hospitals,t,897
hospital owner,Voluntary non-profit - Other,t,897
emergency service,Yes,t,897
condition,Surgical Infection Prevention,f,897
measure code,SCIP-INF-2,f,897
measure name,surgery patients who were given the  right kind  of antibiotic to help prevent infection,t,897
score,,t,897
sample,0 patients,t,897
stateavg,AL_SCIP-INF-2,f,897
provider number,10045,t,898
hospital name,FAYETTE MEDICAL CENTER,t,898
address1,1653 TEMPLE AVENUE NORTH,t,898
address2,,t,898
address3,,t,898
city,FAYETTE,f,898
state,AL,f,898
zip code,35555,f,898
county name,FAYETTE,t,898
phone number,2059325966,f,898
hospital type,Acute Care Hospitals,t,898
hospital owner,Voluntary non-profit - Other,t,898
emergency service,Yes,t,898
condition,Surgical Infection Prevention,f,898
measure code,SCIP-INF-3,f,898
measure name,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),t,898
score,,t,898
sample,0 patients,t,898
stateavg,AL_SCIP-INF-3,t,898
provider number,10045,t,899
hospital name,FAYETTE MEDICAL CENTER,t,899
address1,1653 TEMPLE AVENUE NORTH,t,899
address2,,t,899
address3,,t,899
city,FAYETTE,f,899
state,AL,f,899
zip code,35555,f,899
county name,FAYETTE,t,899
phone number,2059325966,f,899
hospital type,Acute Care Hospitals,t,899
hospital owner,Voluntary non-profit - Other,t,899
emergency service,Yes,t,899
condition,Surgical Infection Prevention,f,899
measure code,SCIP-INF-4,f,899
measure name,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,f,899
score,,t,899
sample,0 patients,t,899
stateavg,AL_SCIP-INF-4,t,899
provider number,10045,t,900
hospital name,FAYETTE MEDICAL CENTER,t,900
address1,1653 TEMPLE AVENUE NORTH,t,900
address2,,t,900
address3,,t,900
city,FAYETTE,f,900
state,AL,f,900
zip code,35555,f,900
county name,FAYETTE,t,900
phone number,2059325966,f,900
hospital type,Acute Care Hospitals,t,900
hospital owner,Voluntary non-profit - Other,t,900
emergency service,Yes,t,900
condition,Surgical Infection Prevention,t,900
measure code,SCIP-INF-6,f,900
measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),f,900
score,100%,t,900
sample,7 patients,t,900
stateavg,AL_SCIP-INF-6,t,900
provider number,10045,t,901
hospital name,FAYETTE MEDICAL CENTER,t,901
address1,1653 TEMPLE AVENUE NORTH,t,901
address2,,t,901
address3,,t,901
city,FAYETTE,f,901
state,AL,f,901
zip code,35555,f,901
county name,FAYETTE,t,901
phone number,2059325966,f,901
hospital type,Acute Care Hospitals,t,901
hospital owner,Voluntary non-profit - Other,t,901
emergency service,Yes,t,901
condition,Surgical Infection Prevention,t,901
measure code,SCIP-VTE-1,f,901
measure name,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,f,901
score,100%,t,901
sample,3 patients,t,901
stateavg,AL_SCIP-VTE-1,f,901
provider number,10045,t,902
hospital name,FAYETTE MEDICAL CENTER,t,902
address1,1653 TEMPLE AVENUE NORTH,t,902
address2,,t,902
address3,,t,902
city,FAYETTE,f,902
state,AL,f,902
zip code,35555,f,902
county name,FAYETTE,t,902
phone number,2059325966,f,902
hospital type,Acute Care Hospitals,t,902
hospital owner,Voluntary non-profit - Other,t,902
emergency service,Yes,t,902
condition,Surgical Infection Prevention,f,902
measure code,SCIP-VTE-2,f,902
measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,t,902
